fid,element_type,generator:method,generator:output:electricity,name,Address,X,Y
"2189",node,wind_turbine,,,"Stefanowo,gmina Sompolno,Konin County,Greater Poland Voivodeship",18.4218487,52.3191538
"2190",node,wind_turbine,,,"N/A,gmina Sompolno,Konin County,Greater Poland Voivodeship",18.424832,52.3190071
"2191",node,wind_turbine,,,"Goranin,gmina Ślesin,Konin County,Greater Poland Voivodeship",18.2445932,52.3693108
"2192",node,wind_turbine,,,"Niedźwiady Duże,gmina Ślesin,Konin County,Greater Poland Voivodeship",18.3471606,52.344649
"2193",node,wind_turbine,,,"Kowalewo-Opactwo,gmina Słupca,Słupca County,Greater Poland Voivodeship",17.9187361,52.2531394
"2194",node,wind_turbine,,,"Kowalewo Opactwo Wieś,gmina Słupca,Słupca County,Greater Poland Voivodeship",17.9224434,52.2559562
"2195",node,wind_turbine,,,"Tartak,gmina Grodziec,Konin County,Greater Poland Voivodeship",18.0316114,52.0559096
"2196",node,wind_turbine,,,"Oleśnica,gmina Zagórów,Słupca County,Greater Poland Voivodeship",17.947038,52.1557894
"2197",node,wind_turbine,,,"Olchowo,gmina Zagórów,Słupca County,Greater Poland Voivodeship",17.9551061,52.1543149
"2198",node,wind_turbine,,,"Racięcice,gmina Sompolno,Konin County,Greater Poland Voivodeship",18.4932987,52.3066115
"2199",node,wind_turbine,,,"Kaliska,gmina Wilczyn,Konin County,Greater Poland Voivodeship",18.1868013,52.4314524
"2200",node,wind_turbine,,,"Kępa,gmina Ślesin,Konin County,Greater Poland Voivodeship",18.3258281,52.3182585
"2201",node,wind_turbine,,,"Kępa,gmina Ślesin,Konin County,Greater Poland Voivodeship",18.3269127,52.3202795
"2202",node,wind_turbine,,,"Julia,gmina Ślesin,Konin County,Greater Poland Voivodeship",18.324692,52.3273044
"2203",node,wind_turbine,,,"Skokum,gmina Zagórów,Słupca County,Greater Poland Voivodeship",17.9644644,52.1505329
"2204",node,wind_turbine,,,"Nowa Wieś,gmina Zagórów,Słupca County,Greater Poland Voivodeship",17.9373478,52.1357534
"2205",node,wind_turbine,,,"Wincentowo,gmina Zagórów,Słupca County,Greater Poland Voivodeship",17.9288426,52.136156
"2206",node,wind_turbine,,,"Roztoka,gmina Kleczew,Konin County,Greater Poland Voivodeship",18.1500685,52.3918511
"2207",node,wind_turbine,,,"Józefowo,gmina Kleczew,Konin County,Greater Poland Voivodeship",18.1482768,52.3880322
"2208",node,wind_turbine,,,"Józefowo,gmina Kleczew,Konin County,Greater Poland Voivodeship",18.1462812,52.3882941
"2209",node,wind_turbine,,,"N/A,gmina Kleczew,Konin County,Greater Poland Voivodeship",18.1442696,52.3885724
"2210",node,wind_turbine,,,"Jabłonka,gmina Kleczew,Konin County,Greater Poland Voivodeship",18.1281495,52.3674243
"2211",node,wind_turbine,,,"Jabłonka,gmina Kleczew,Konin County,Greater Poland Voivodeship",18.1199634,52.3679222
"2212",node,wind_turbine,,,"Kramsk-Pole,gmina Kramsk,Konin County,Greater Poland Voivodeship",18.4161412,52.2799398
"2213",node,wind_turbine,,,"Jóźwin,gmina Kazimierz Biskupi,Konin County,Greater Poland Voivodeship",18.2014916,52.3398916
"2214",node,wind_turbine,,,"Wygoda,gmina Kleczew,Konin County,Greater Poland Voivodeship",18.1957837,52.3383549
"2215",node,wind_turbine,3 MW,,"Święcia,gmina Rychwał,Konin County,Greater Poland Voivodeship",18.1367485,52.1058337
"2216",node,wind_turbine,,,"Dąbroszyn,gmina Rychwał,Konin County,Greater Poland Voivodeship",18.131651,52.1017018
"2217",node,wind_turbine,,,"Dąbroszyn,gmina Rychwał,Konin County,Greater Poland Voivodeship",18.1347225,52.1014433
"2218",node,wind_turbine,3 MW,,"Czyżew,gmina Rychwał,Konin County,Greater Poland Voivodeship",18.133385,52.1206229
"2219",node,wind_turbine,3 MW,,"Święcia,gmina Rychwał,Konin County,Greater Poland Voivodeship",18.1604058,52.128449
"2220",node,wind_turbine,3 MW,,"Święcia,gmina Rychwał,Konin County,Greater Poland Voivodeship",18.1567362,52.1338204
"2221",node,wind_turbine,3 MW,,"Główiew,gmina Stare Miasto,Konin County,Greater Poland Voivodeship",18.1672877,52.1325049
"2222",node,wind_turbine,3 MW,,"N/A,gmina Stare Miasto,Konin County,Greater Poland Voivodeship",18.1718103,52.1391403
"2223",node,wind_turbine,,,"Zberzynek,gmina Kleczew,Konin County,Greater Poland Voivodeship",18.1274858,52.4182553
"2224",node,wind_turbine,,,"Dobromyśl,gmina Kleczew,Konin County,Greater Poland Voivodeship",18.1379839,52.3988747
"2225",node,,900 KW,PW56,"Mielno,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0750208,52.8220245
"2226",node,,900 KW,PW56,"Ludkowo,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0721884,52.8187827
"2227",node,,900 kW,PW56,"Chełmiczki,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4211717,52.6067127
"2228",node,,,,"Mielno,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0724989,52.8225497
"2229",node,wind_turbine,,,"Dziennice,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.3344079,52.7746365
"2230",node,,,,"Wydartowo,gmina Trzemeszno,Gniezno County,Greater Poland Voivodeship",17.8768502,52.5945563
"2231",node,,,,"Wydartowo,gmina Trzemeszno,Gniezno County,Greater Poland Voivodeship",17.8762826,52.5977886
"2232",node,,,,"Huta Trzemeszeńska,gmina Trzemeszno,Gniezno County,Greater Poland Voivodeship",17.7973407,52.5807563
"2233",node,,,,"Kierzkowo,gmina Trzemeszno,Gniezno County,Greater Poland Voivodeship",17.841715,52.5817804
"2234",node,,,,"Zieleń,gmina Trzemeszno,Gniezno County,Greater Poland Voivodeship",17.8661463,52.5460467
"2235",node,,,,"Białożewin,gmina Żnin,Żnin County,Kuyavian-Pomeranian Voivodeship",17.78487,52.8426273
"2236",node,,,,"Chełmce,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4631317,52.613513
"2237",node,wind_turbine,,,"Parchanki,gmina Dąbrowa Biskupia,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4120701,52.8081954
"2238",node,wind_turbine,,,"Parchanki,gmina Dąbrowa Biskupia,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4166966,52.8096741
"2239",node,wind_turbine,,,"Modliborzyce,gmina Dąbrowa Biskupia,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.426896,52.7989363
"2240",node,wind_turbine,,,"Modliborzyce,gmina Dąbrowa Biskupia,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4265443,52.7983771
"2241",node,wind_turbine,,,"Modliborzyce,gmina Dąbrowa Biskupia,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4264531,52.7977548
"2242",node,wind_turbine,,,"Modliborzyce,gmina Dąbrowa Biskupia,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4263359,52.7967624
"2243",node,wind_turbine,,,"Wolice,gmina Barcin,Żnin County,Kuyavian-Pomeranian Voivodeship",17.9235304,52.8415492
"2244",node,wind_turbine,,,"Wolice,gmina Barcin,Żnin County,Kuyavian-Pomeranian Voivodeship",17.9234249,52.8402512
"2245",node,wind_turbine,,,"Wolice,gmina Barcin,Żnin County,Kuyavian-Pomeranian Voivodeship",17.9232953,52.8388807
"2246",node,wind_turbine,yes,,"Głębokie,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4306579,52.6253013
"2247",node,wind_turbine,yes,,"Głębokie,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4323816,52.6254197
"2248",node,wind_turbine,yes,,"Głębokie,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4320433,52.6271898
"2249",node,wind_turbine,yes,,"Głębokie,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4324157,52.6279281
"2250",node,wind_turbine,yes,,"Głębokie,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4327963,52.6286677
"2251",node,wind_turbine,yes,,"Głębokie,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4312329,52.6261616
"2252",node,wind_turbine,,,"N/A,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0606431,52.8045903
"2253",node,wind_turbine,,,"N/A,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0629423,52.8054501
"2254",node,wind_turbine,,,"N/A,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0661065,52.8064289
"2255",node,wind_turbine,,,"Bożejewice,gmina Strzelno,Mogilno County,Kuyavian-Pomeranian Voivodeship",18.2561695,52.6960092
"2256",node,wind_turbine,,,"Marulewy,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.3003886,52.7635803
"2257",node,wind_turbine,,,"Batkowo,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2238192,52.765227
"2258",node,wind_turbine,,,"Batkowo,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2173492,52.7670713
"2259",node,wind_turbine,,,"Batkowo,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2232218,52.7674966
"2260",node,wind_turbine,,,"Batkowo,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2205486,52.7691362
"2261",node,wind_turbine,,,"N/A,N/A,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2265452,52.7697739
"2262",node,wind_turbine,,,"N/A,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2197358,52.7716982
"2263",node,wind_turbine,,,"N/A,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.222284,52.7729034
"2264",node,wind_turbine,,,"N/A,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2277205,52.8027675
"2265",node,wind_turbine,,,"N/A,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2213358,52.8040358
"2266",node,wind_turbine,,,"Sikorowo,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.3225629,52.7563003
"2267",node,wind_turbine,,,"Sikorowo,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.3226556,52.7573847
"2268",node,wind_turbine,,,"Jaronty,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.3222893,52.7584867
"2269",node,wind_turbine,yes,,"Jankowo,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0697963,52.7853657
"2270",node,wind_turbine,,,"Rycerzewo,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.1440478,52.8124775
"2271",node,wind_turbine,,,"Rycerzewo,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.1439737,52.815651
"2272",node,wind_turbine,,,"Wielowieś,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.1376761,52.8231145
"2273",node,wind_turbine,,,"Wymysłowice,gmina Strzelno,Mogilno County,Kuyavian-Pomeranian Voivodeship",18.1908964,52.6871962
"2274",node,wind_turbine,,,"Ludkowo,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.071417,52.8196358
"2275",node,wind_turbine,,,"Olsza,gmina Mogilno,Mogilno County,Kuyavian-Pomeranian Voivodeship",18.001793,52.6447166
"2276",node,wind_turbine,,,"Szczeglin,gmina Mogilno,Mogilno County,Kuyavian-Pomeranian Voivodeship",18.0039222,52.6470813
"2277",node,wind_turbine,,,"Bławaty,gmina Strzelno,Mogilno County,Kuyavian-Pomeranian Voivodeship",18.1295,52.648803
"2278",node,wind_turbine,,,"Bławaty,gmina Strzelno,Mogilno County,Kuyavian-Pomeranian Voivodeship",18.1284057,52.6473424
"2279",node,wind_turbine,,,"Jeziorki,gmina Strzelno,Mogilno County,Kuyavian-Pomeranian Voivodeship",18.1365992,52.6403312
"2280",node,wind_turbine,,,"Sławsk Wielki,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.263948,52.6694949
"2281",node,wind_turbine,,,"Kraszyce,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.25778,52.6673663
"2282",node,wind_turbine,,,"N/A,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4837958,52.5451176
"2283",node,wind_turbine,,,"Szewce,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4844069,52.5438901
"2284",node,wind_turbine,,,"N/A,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4879747,52.5451838
"2285",node,wind_turbine,,,"N/A,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4878938,52.544224
"2286",node,wind_turbine,,,"Sokoły,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.418235,52.5246248
"2287",node,wind_turbine,,,"Sokoły,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4199786,52.5247976
"2288",node,wind_turbine,,,"Sokoły,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4186326,52.5236757
"2289",node,wind_turbine,,,"Sokoły,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4202262,52.5238192
"2290",node,wind_turbine,,,"Przewóz,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4053072,52.4799983
"2291",node,wind_turbine,,,"Przewóz,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4079463,52.4804149
"2292",node,wind_turbine,,,"N/A,gmina Strzelno,Mogilno County,Kuyavian-Pomeranian Voivodeship",18.1392519,52.6256819
"2293",node,wind_turbine,,,"Witowy,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.3652351,52.726055
"2294",node,wind_turbine,,,"Witowy,gmina Inowrocław,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.3697627,52.725899
"2295",node,wind_turbine,,,"Polanowice,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.3049756,52.6394106
"2296",node,wind_turbine,,,"Sukowy,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2821518,52.6114195
"2297",node,wind_turbine,,,"Sukowy,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2825781,52.6122454
"2298",node,wind_turbine,,,"Sukowy,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2830653,52.6130877
"2299",node,wind_turbine,,,"Sukowy,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2834916,52.6139136
"2300",node,wind_turbine,,,"Słabęcin,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2839653,52.6147435
"2301",node,wind_turbine,,,"Janikowo,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2641578,52.6385609
"2302",node,wind_turbine,,,"Janikowo,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2641719,52.6395316
"2303",node,wind_turbine,,,"Sokolniki,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.264179,52.6405195
"2304",node,wind_turbine,,,"Sokolniki,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2641861,52.6415246
"2305",node,wind_turbine,,,"Popielary,gmina Mogilno,Mogilno County,Kuyavian-Pomeranian Voivodeship",17.8467295,52.7005905
"2306",node,wind_turbine,,,"N/A,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4863416,52.5444886
"2307",node,wind_turbine,yes,,"Zaborowo,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4618227,52.6554742
"2308",node,wind_turbine,yes,,"Chełmce,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4709273,52.6551149
"2309",node,wind_turbine,yes,,"Broniewek,gmina Radziejów,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4653147,52.6532252
"2310",node,wind_turbine,yes,,"Zaborowo,gmina Kruszwica,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.4606287,52.6509145
"2311",node,wind_turbine,yes,,"Broniewek,gmina Radziejów,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4803395,52.640486
"2312",node,wind_turbine,yes,,"Broniewek,gmina Radziejów,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4774274,52.6426608
"2313",node,wind_turbine,yes,,"Płowki,gmina Radziejów,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4622917,52.6378627
"2314",node,wind_turbine,yes,,"Broniewek,gmina Radziejów,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4698965,52.6323886
"2315",node,wind_turbine,yes,,"Broniewek,gmina Radziejów,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4707456,52.6356812
"2316",node,wind_turbine,yes,,"N/A,gmina Radziejów,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4755852,52.6310321
"2317",node,wind_turbine,yes,,"Broniewek,gmina Radziejów,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4768719,52.6347236
"2318",node,wind_turbine,yes,,"Broniewek,gmina Radziejów,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4809246,52.6335472
"2319",node,wind_turbine,,,"Przewóz,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4030255,52.479675
"2320",node,wind_turbine,,,"Huta Padniewska,gmina Mogilno,Mogilno County,Kuyavian-Pomeranian Voivodeship",17.8613368,52.6516638
"2321",node,,,,"N/A,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0835511,52.726668
"2322",node,,,,"Trląg,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0675244,52.7081873
"2323",node,,,,"Trląg,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0607835,52.7076164
"2324",node,,,,"Trląg,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0637072,52.7121123
"2325",node,,,,"Trląg,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0762663,52.7119829
"2326",node,,,,"Trląg,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0702344,52.7115239
"2327",node,,,,"Pałuczyna,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0718759,52.7183259
"2328",node,,,,"Pałuczyna,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0616188,52.7224559
"2329",node,,,,"Pałuczyna,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0769753,52.7203498
"2330",node,,,,"Pałuczyna,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0808752,52.7171374
"2331",node,,,,"Pałuczyna,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0686366,52.7152957
"2332",node,wind_turbine,yes,,"Jankowo,gmina Pakość,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0725647,52.7867683
"2333",node,wind_turbine,,,"N/A,gmina Piotrków Kujawski,Radziejów County,Kuyavian-Pomeranian Voivodeship",18.4877963,52.5432697
"2334",node,,,,"Dębina,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0859561,52.692657
"2335",node,,,,"Dębina,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0761992,52.6947832
"2336",node,,,,"Dębowo,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0587167,52.6975679
"2337",node,,,,"Głogówiec,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0857737,52.702512
"2338",node,,,,"Dębina,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0740296,52.7013635
"2339",node,,,,"Dębowo,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0671482,52.7023351
"2340",node,,,,"Trląg,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0793495,52.7056394
"2341",node,,,,"Dębowo,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.060599,52.7020736
"2342",node,,,,"Dębowo,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0522032,52.6967251
"2343",node,wind_turbine,,,"Kołodziejewo,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0212474,52.725575
"2344",node,wind_turbine,,,"Kołodziejewo,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0203247,52.7214422
"2345",node,wind_turbine,,,"Kołodziejewo,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0236721,52.7017347
"2346",node,wind_turbine,,,"Dobieszewiczki,gmina Janikowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0525671,52.7482633
"2347",node,wind_turbine,,,"Wawrzynki,gmina Żnin,Żnin County,Kuyavian-Pomeranian Voivodeship",17.7610789,52.8926897
"2348",node,,,,"Dąbrówka Kujawska,gmina Złotniki Kujawskie,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0555804,52.959218
"2349",node,,,,"Dąbrówka Kujawska,gmina Złotniki Kujawskie,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0494804,52.9606854
"2350",node,wind_turbine,,,"Siemoń,gmina Zławieś Wielka,Toruń County,Kuyavian-Pomeranian Voivodeship",18.4178725,53.1853554
"2351",node,wind_turbine,,,"Grzybno,gmina Unisław,Chełmno County,Kuyavian-Pomeranian Voivodeship",18.4173822,53.1858615
"2352",node,wind_turbine,,,"Grzybno,gmina Unisław,Chełmno County,Kuyavian-Pomeranian Voivodeship",18.4164195,53.1868773
"2353",node,wind_turbine,,,"Siemoń,gmina Zławieś Wielka,Toruń County,Kuyavian-Pomeranian Voivodeship",18.3942979,53.1662312
"2354",node,,,,"Sicienko,gmina Sicienko,Bydgoszcz County,Kuyavian-Pomeranian Voivodeship",17.8011492,53.2127959
"2355",node,wind_turbine,,,"Tarkowo Górne,gmina Złotniki Kujawskie,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0887183,52.939649
"2356",node,wind_turbine,,,"Tarkowo Górne,gmina Złotniki Kujawskie,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.0925147,52.9396565
"2357",node,wind_turbine,,,"N/A,gmina Solec Kujawski,Bydgoszcz County,Kuyavian-Pomeranian Voivodeship",18.2654603,53.0833259
"2358",node,wind_turbine,,,"N/A,gmina Solec Kujawski,Bydgoszcz County,Kuyavian-Pomeranian Voivodeship",18.2553497,53.0841102
"2359",node,wind_turbine,,,"Gniewkówiec,gmina Złotniki Kujawskie,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.1574794,52.9253362
"2360",node,wind_turbine,,,"Karczówka,gmina Złotniki Kujawskie,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.1600651,52.9278165
"2361",node,,,,"Murczyn,gmina Barcin,Żnin County,Kuyavian-Pomeranian Voivodeship",17.8452773,52.8735999
"2362",node,,,,"Murczyn,gmina Barcin,Żnin County,Kuyavian-Pomeranian Voivodeship",17.8463093,52.8706315
"2363",node,wind_turbine,,,"Grzybno,gmina Unisław,Chełmno County,Kuyavian-Pomeranian Voivodeship",18.4384945,53.2037497
"2364",node,wind_turbine,,,"Grzybno,gmina Unisław,Chełmno County,Kuyavian-Pomeranian Voivodeship",18.4376697,53.2070994
"2365",node,wind_turbine,,,"Łachowo,gmina Szubin,Nakło County,Kuyavian-Pomeranian Voivodeship",17.757548,53.038517
"2366",node,,,,"Sicienko,gmina Sicienko,Bydgoszcz County,Kuyavian-Pomeranian Voivodeship",17.8043711,53.2129959
"2367",node,wind_turbine,,,"Julianowo,gmina Barcin,Żnin County,Kuyavian-Pomeranian Voivodeship",17.9347989,52.8888899
"2368",node,wind_turbine,,,"Żelechlin,gmina Rojewo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2510444,52.9070723
"2369",node,wind_turbine,,,"Żelechlin,gmina Rojewo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.2505487,52.905455
"2370",node,wind_turbine,,,"Grzybno,gmina Unisław,Chełmno County,Kuyavian-Pomeranian Voivodeship",18.4169108,53.1863836
"2371",node,wind_turbine,,,"Boluminek,gmina Dąbrowa Chełmińska,Bydgoszcz County,Kuyavian-Pomeranian Voivodeship",18.2990468,53.1585543
"2372",node,wind_turbine,,,"Boluminek,gmina Dąbrowa Chełmińska,Bydgoszcz County,Kuyavian-Pomeranian Voivodeship",18.3008507,53.1583662
"2373",node,wind_turbine,,,"Boluminek,gmina Dąbrowa Chełmińska,Bydgoszcz County,Kuyavian-Pomeranian Voivodeship",18.3003279,53.1592754
"2374",node,wind_turbine,,,"Boluminek,gmina Dąbrowa Chełmińska,Bydgoszcz County,Kuyavian-Pomeranian Voivodeship",18.3013387,53.1592336
"2375",node,wind_turbine,,,"Chrząstowo,gmina Gniewkowo,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.3640198,52.9033168
"2376",node,wind_turbine,,,"Płonkówko,gmina Złotniki Kujawskie,Inowrocław County,Kuyavian-Pomeranian Voivodeship",18.1620412,52.9253716
"2377",node,wind_turbine,,,"Wieszczyce,gmina Gostycyn,Tuchola County,Kuyavian-Pomeranian Voivodeship",17.7743318,53.5526529
"2378",node,wind_turbine,,,"Kiełpin,gmina Tuchola,Tuchola County,Kuyavian-Pomeranian Voivodeship",17.8839449,53.6158738
"2379",node,wind_turbine,,,"Kiełpin,gmina Tuchola,Tuchola County,Kuyavian-Pomeranian Voivodeship",17.8849527,53.6126789
"2380",node,wind_turbine,,,"Plaskosz,gmina Tuchola,Tuchola County,Kuyavian-Pomeranian Voivodeship",17.8873247,53.6097572
"2381",node,wind_turbine,,,"Kiełpin,gmina Tuchola,Tuchola County,Kuyavian-Pomeranian Voivodeship",17.8699788,53.6113675
"2382",node,wind_turbine,,,"Mąkowarsko,gmina Koronowo,Bydgoszcz County,Kuyavian-Pomeranian Voivodeship",17.7941062,53.419663
"2383",node,wind_turbine,,,"N/A,gmina Kijewo Królewskie,Chełmno County,Kuyavian-Pomeranian Voivodeship",18.4513342,53.3204024
"2384",node,wind_turbine,,,"N/A,gmina Kijewo Królewskie,Chełmno County,Kuyavian-Pomeranian Voivodeship",18.4517779,53.3254694
"2385",node,wind_turbine,,,"Łąg,gmina Czersk,Chojnice County,Pomeranian Voivodeship",18.057654,53.8253062
"2386",node,wind_turbine,,,"Łąg,gmina Czersk,Chojnice County,Pomeranian Voivodeship",18.0577586,53.8255303
"2387",node,wind_turbine,,,"Łąg,gmina Czersk,Chojnice County,Pomeranian Voivodeship",18.0582803,53.8254384
"2388",node,wind_turbine,,,"Łąg,gmina Czersk,Chojnice County,Pomeranian Voivodeship",18.0581917,53.8252397
"2389",node,wind_turbine,,,"Linia,gmina Linia,Wejherowo County,Pomeranian Voivodeship",17.9116638,54.4449842
